facility_id,stroke_measure_name,stroke_score,compared_to_national
261337,Death rate for stroke patients,Not Available,Number of Cases Too Small
261338,Death rate for stroke patients,Not Available,Number of Cases Too Small
263301,Death rate for stroke patients,Not Available,Not Available
263302,Death rate for stroke patients,Not Available,Not Available
263303,Death rate for stroke patients,Not Available,Not Available
263304,Death rate for stroke patients,Not Available,Not Available
270003,Death rate for stroke patients,16.6,No Different Than the National Rate
270004,Death rate for stroke patients,14.1,No Different Than the National Rate
270012,Death rate for stroke patients,17.7,Worse Than the National Rate
270014,Death rate for stroke patients,12.6,No Different Than the National Rate
270017,Death rate for stroke patients,13.3,No Different Than the National Rate
270023,Death rate for stroke patients,12.7,No Different Than the National Rate
27003F,Death rate for stroke patients,Not Available,Not Available
270049,Death rate for stroke patients,11.5,No Different Than the National Rate
270051,Death rate for stroke patients,11.6,No Different Than the National Rate
270057,Death rate for stroke patients,14.3,No Different Than the National Rate
270074,Death rate for stroke patients,Not Available,Number of Cases Too Small
270086,Death rate for stroke patients,Not Available,Number of Cases Too Small
271300,Death rate for stroke patients,Not Available,Not Available
271301,Death rate for stroke patients,Not Available,Number of Cases Too Small
271302,Death rate for stroke patients,Not Available,Not Available
271303,Death rate for stroke patients,Not Available,Not Available
271304,Death rate for stroke patients,Not Available,Not Available
271305,Death rate for stroke patients,Not Available,Number of Cases Too Small
271306,Death rate for stroke patients,Not Available,Number of Cases Too Small
271307,Death rate for stroke patients,Not Available,Not Available
271308,Death rate for stroke patients,Not Available,Not Available
271309,Death rate for stroke patients,Not Available,Not Available
271310,Death rate for stroke patients,Not Available,Not Available
271311,Death rate for stroke patients,Not Available,Not Available
271312,Death rate for stroke patients,Not Available,Not Available
271313,Death rate for stroke patients,Not Available,Number of Cases Too Small
271314,Death rate for stroke patients,Not Available,Number of Cases Too Small
271315,Death rate for stroke patients,Not Available,Not Available
271316,Death rate for stroke patients,Not Available,Number of Cases Too Small
271317,Death rate for stroke patients,15.6,No Different Than the National Rate
271318,Death rate for stroke patients,Not Available,Number of Cases Too Small
271319,Death rate for stroke patients,Not Available,Number of Cases Too Small
271320,Death rate for stroke patients,Not Available,Number of Cases Too Small
271321,Death rate for stroke patients,Not Available,Not Available
271322,Death rate for stroke patients,Not Available,Not Available
271323,Death rate for stroke patients,Not Available,Number of Cases Too Small
271324,Death rate for stroke patients,Not Available,Number of Cases Too Small
271325,Death rate for stroke patients,Not Available,Number of Cases Too Small
271326,Death rate for stroke patients,Not Available,Not Available
271327,Death rate for stroke patients,Not Available,Not Available
271328,Death rate for stroke patients,Not Available,Number of Cases Too Small
271329,Death rate for stroke patients,Not Available,Number of Cases Too Small
271330,Death rate for stroke patients,Not Available,Number of Cases Too Small
271331,Death rate for stroke patients,Not Available,Number of Cases Too Small
271332,Death rate for stroke patients,Not Available,Number of Cases Too Small
271333,Death rate for stroke patients,Not Available,Not Available
271334,Death rate for stroke patients,Not Available,Number of Cases Too Small
271335,Death rate for stroke patients,Not Available,Number of Cases Too Small
271336,Death rate for stroke patients,Not Available,Number of Cases Too Small
271337,Death rate for stroke patients,Not Available,Number of Cases Too Small
271338,Death rate for stroke patients,Not Available,Not Available
271339,Death rate for stroke patients,Not Available,Not Available
271340,Death rate for stroke patients,14.1,No Different Than the National Rate
271341,Death rate for stroke patients,Not Available,Number of Cases Too Small
271342,Death rate for stroke patients,Not Available,Number of Cases Too Small
271343,Death rate for stroke patients,Not Available,Number of Cases Too Small
271344,Death rate for stroke patients,Not Available,Number of Cases Too Small
271345,Death rate for stroke patients,Not Available,Number of Cases Too Small
271346,Death rate for stroke patients,Not Available,Not Available
271347,Death rate for stroke patients,Not Available,Number of Cases Too Small
271348,Death rate for stroke patients,Not Available,Not Available
271389,Death rate for stroke patients,Not Available,Not Available
280003,Death rate for stroke patients,16,Worse Than the National Rate
280009,Death rate for stroke patients,13.3,No Different Than the National Rate
280013,Death rate for stroke patients,11.2,No Different Than the National Rate
280020,Death rate for stroke patients,12.3,No Different Than the National Rate
280023,Death rate for stroke patients,12.8,No Different Than the National Rate
280032,Death rate for stroke patients,15,No Different Than the National Rate
280040,Death rate for stroke patients,13,No Different Than the National Rate
280059,Death rate for stroke patients,Not Available,Not Available
280060,Death rate for stroke patients,14.7,No Different Than the National Rate
280061,Death rate for stroke patients,13,No Different Than the National Rate
280065,Death rate for stroke patients,14.5,No Different Than the National Rate
28006F,Death rate for stroke patients,Not Available,Not Available
280077,Death rate for stroke patients,12.2,No Different Than the National Rate
280081,Death rate for stroke patients,13,No Different Than the National Rate
280105,Death rate for stroke patients,Not Available,Number of Cases Too Small
280111,Death rate for stroke patients,16.3,No Different Than the National Rate
280125,Death rate for stroke patients,14.9,No Different Than the National Rate
280127,Death rate for stroke patients,Not Available,Not Available
280128,Death rate for stroke patients,Not Available,Number of Cases Too Small
280129,Death rate for stroke patients,Not Available,Not Available
280130,Death rate for stroke patients,13.6,No Different Than the National Rate
280131,Death rate for stroke patients,Not Available,Not Available
280132,Death rate for stroke patients,11.9,No Different Than the National Rate
280133,Death rate for stroke patients,Not Available,Not Available
280134,Death rate for stroke patients,12.7,No Different Than the National Rate
280139,Death rate for stroke patients,Not Available,Number of Cases Too Small
281300,Death rate for stroke patients,Not Available,Number of Cases Too Small
281301,Death rate for stroke patients,Not Available,Number of Cases Too Small
281302,Death rate for stroke patients,Not Available,Not Available
281303,Death rate for stroke patients,Not Available,Not Available
281304,Death rate for stroke patients,Not Available,Number of Cases Too Small
281305,Death rate for stroke patients,Not Available,Number of Cases Too Small
281306,Death rate for stroke patients,Not Available,Not Available
281307,Death rate for stroke patients,Not Available,Number of Cases Too Small
281308,Death rate for stroke patients,Not Available,Number of Cases Too Small
281309,Death rate for stroke patients,Not Available,Number of Cases Too Small
